Id,Y
20001,0.9998863
20002,0.99982136
20003,0.99991643
20004,0.9997738
20005,0.99649435
20006,0.99909437
20007,0.9999629
20008,0.9333511
20009,0.9898241
20010,0.99556786
20011,0.96482044
20012,0.9996226
20013,0.9989876
20014,0.99997485
20015,0.99899095
20016,0.9997683
20017,0.99966013
20018,0.98294383
20019,0.9999596
20020,0.99996316
20021,0.999686
20022,0.99994695
20023,0.99945515
20024,0.9999832
20025,0.99833906
20026,0.99989796
20027,0.99998105
20028,0.9978421
20029,0.99958307
20030,0.9999311
20031,0.9997713
20032,0.99989855
20033,0.9999459
20034,0.999944
20035,0.99993277
20036,0.9979797
20037,0.9964897
20038,0.999918
20039,0.99988806
20040,0.9954373
20041,0.97810125
20042,0.99958855
20043,0.9995389
20044,0.9998648
20045,0.6785355
20046,0.99339265
20047,0.99985456
20048,0.9997533
20049,0.9993506
20050,0.99990404
20051,0.99988115
20052,0.9997774
20053,0.9999037
20054,0.91485775
20055,0.99985707
20056,0.9992525
20057,0.99998856
20058,0.99938214
20059,0.99995756
20060,0.99913424
20061,0.9999608
20062,0.99748176
20063,0.99891055
20064,0.9994655
20065,0.99692875
20066,0.99991965
20067,0.99824107
20068,0.99997234
20069,0.9993511
20070,0.9993319
20071,0.9998512
20072,0.9985784
20073,0.9999348
20074,0.996345
20075,0.99990344
20076,0.99787164
20077,0.9999658
20078,0.9999896
20079,0.99997544
20080,0.9999392
20081,0.9995709
20082,0.9999653
20083,0.99996436
20084,0.9986436
20085,0.9966125
20086,0.99982977
20087,0.99621284
20088,0.99838924
20089,0.9773207
20090,0.9997837
20091,0.99143535
20092,0.992857
20093,0.9989489
20094,0.5883903
20095,0.99989474
20096,0.025902804
20097,0.99980694
20098,0.9958097
20099,0.9980774
20100,0.998836
20101,0.9960348
20102,0.99525416
20103,0.079125665
20104,0.9986344
20105,0.9767492
20106,0.9995499
20107,0.99998736
20108,0.9987197
20109,0.98631173
20110,0.999537
20111,0.99969304
20112,0.98834467
20113,0.99997485
20114,0.9984383
20115,0.28739795
20116,0.9997683
20117,0.9995254
20118,0.9991659
20119,0.9975904
20120,0.9998343
20121,0.9996704
20122,0.9992513
20123,0.9982881
20124,0.9725778
20125,0.9995314
20126,0.9953177
20127,0.9968278
20128,0.9999558
20129,0.9998778
20130,0.99911946
20131,0.9982969
20132,0.9979054
20133,0.9999511
20134,0.99756795
20135,0.9993838
20136,0.9935493
20137,0.9964988
20138,0.99912816
20139,0.99853003
20140,0.99907446
20141,0.9989537
20142,0.9999379
20143,0.9984785
20144,0.9994723
20145,0.99916804
20146,0.4624396
20147,0.99931014
20148,0.04163875
20149,0.999819
20150,0.9898679
20151,0.9924745
20152,0.9996203
20153,0.9999374
20154,0.9997677
20155,0.9994405
20156,0.99890256
20157,0.99982303
20158,0.093671724
20159,0.99831307
20160,0.99984014
20161,0.99996734
20162,0.99964356
20163,0.9996792
20164,0.99866295
20165,0.9997067
20166,0.9998443
20167,0.98789716
20168,0.9977729
20169,0.99989307
20170,0.9999685
20171,0.9998036
20172,0.9992256
20173,0.99992394
20174,0.02582222
20175,0.9969998
20176,0.9742789
20177,0.99996984
20178,0.9936206
20179,0.99997175
20180,0.99909306
20181,0.98895955
20182,0.9890431
20183,0.9960737
20184,0.99996054
20185,0.9999536
20186,0.99963653
20187,0.9999256
20188,0.9969146
20189,0.9758489
20190,0.9983955
20191,0.99605906
20192,0.9979272
20193,0.9962446
20194,0.99259526
20195,0.9999577
20196,0.9972506
20197,0.97670263
20198,0.9976809
20199,0.99978787
20200,0.9976561
20201,0.9985079
20202,0.9959668
20203,0.9998963
20204,0.9999598
20205,0.9997429
20206,0.99527895
20207,0.99928516
20208,0.99661523
20209,0.99983
20210,0.9999182
20211,0.042778492
20212,0.9996432
20213,0.9995023
20214,0.9997557
20215,0.99983966
20216,0.99937016
20217,0.9999765
20218,0.9953471
20219,0.999984
20220,0.9991068
20221,0.9946333
20222,0.9999522
20223,0.9864494
20224,0.990666
20225,0.9973253
20226,0.9992235
20227,0.9951507
20228,0.99997437
20229,0.9992742
20230,0.31177214
20231,0.9998678
20232,0.99901617
20233,0.9963498
20234,0.9989754
20235,0.9997029
20236,0.99891317
20237,0.99934775
20238,0.9997335
20239,0.9995376
20240,0.99989796
20241,0.9986339
20242,0.9422092
20243,0.9997515
20244,0.9988819
20245,0.9994999
20246,0.9998776
20247,0.9996488
20248,0.9987953
20249,0.9994923
20250,0.98283607
20251,0.9998821
20252,0.99994934
20253,0.9926292
20254,0.9980965
20255,0.995099
20256,0.99917835
20257,0.99993813
20258,0.99757785
20259,0.9830489
20260,0.999411
20261,0.939485
20262,0.9997029
20263,0.99992573
20264,0.9987631
20265,0.997561
20266,0.9995241
20267,0.9995851
20268,0.9987643
20269,0.99937314
20270,0.9999008
20271,0.9941261
20272,0.99995494
20273,0.99867094
20274,0.98354405
20275,0.996846
20276,0.9936598
20277,0.99985874
20278,0.9872236
20279,0.99879706
20280,0.99630654
20281,0.99987555
20282,0.9999788
20283,0.99573356
20284,0.999236
20285,0.99973446
20286,0.99975234
20287,0.9937495
20288,0.9973188
20289,0.999969
20290,0.9999125
20291,0.99997807
20292,0.9891122
20293,0.9899616
20294,0.99948335
20295,0.9998704
20296,0.9943111
20297,0.9993556
20298,0.9998338
20299,0.9967159
20300,0.99991953
20301,0.99945503
20302,0.9990729
20303,0.9999788
20304,0.997332
20305,0.999879
20306,0.999723
20307,0.99997413
20308,0.99996984
20309,0.99971646
20310,0.9999652
20311,0.9992281
20312,0.9996798
20313,0.9987124
20314,0.99967766
20315,0.9980952
20316,0.9967073
20317,0.9999417
20318,0.99997103
20319,0.9999734
20320,0.99633044
20321,0.9999591
20322,0.9993075
20323,0.9975777
20324,0.9660326
20325,0.99997616
20326,0.9846528
20327,0.99582857
20328,0.9962846
20329,0.9977139
20330,0.9834811
20331,0.9974655
20332,0.99672276
20333,0.99944514
20334,0.9999459
20335,0.9991373
20336,0.9930321
20337,0.9781026
20338,0.9685498
20339,0.99952877
20340,0.9998771
20341,0.9934749
20342,0.999602
20343,0.9984478
20344,0.98428994
20345,0.9987476
20346,0.99592966
20347,0.9998709
20348,0.9995559
20349,0.99934846
20350,0.99974924
20351,0.99991727
20352,0.9998672
20353,0.99944323
20354,0.9993801
20355,0.9996873
20356,0.99565685
20357,0.99535745
20358,0.9999542
20359,0.99030554
20360,0.9999713
20361,0.99966466
20362,0.99996877
20363,0.99306905
20364,0.99929595
20365,0.9983432
20366,0.99886656
20367,0.99975806
20368,0.9988262
20369,0.99997795
20370,0.98024356
20371,0.99992
20372,0.9982805
20373,0.984403
20374,0.9992211
20375,0.9953644
20376,0.9999031
20377,0.9999552
20378,0.9966091
20379,0.9999229
20380,0.99777657
20381,0.9999858
20382,0.9993782
20383,0.99858403
20384,0.9995363
20385,0.99971837
20386,0.99950135
20387,0.9996767
20388,0.99139297
20389,0.9999696
20390,0.9999144
20391,0.99992144
20392,0.9994479
20393,0.99980456
20394,0.9958269
20395,0.99989104
20396,0.9999677
20397,0.99028254
