Id,Y
20001,0.29916676756727545
20002,0.8957852005692837
20003,0.11201441096688958
20004,0.4745571126777133
20005,0.656270711949837
20006,0.05988939845385177
20007,0.9736888317160823
20008,0.26058362933000445
20009,0.4258483684522377
20010,0.27642665884741413
20011,0.844767405714234
20012,0.5520639645121872
20013,0.20860599811642533
20014,0.5917476027813664
20015,0.8552906460828928
20016,0.20071657117606279
20017,0.2788748650089352
20018,0.7711398112473092
20019,0.27900467015533326
20020,0.7663122490625787
20021,0.43716768924611904
20022,0.7769850365780746
20023,0.5683521449181502
20024,0.511155713494608
20025,0.544358727968565
20026,0.6595616336621134
20027,0.5084239079950396
20028,0.5010902504618786
20029,0.4817948420511097
20030,0.13261810185992318
20031,0.5859133191742709
20032,0.4184847443208304
20033,0.33687558486170566
20034,0.8262725232079904
20035,0.7062666454059687
20036,0.8476508276861311
20037,0.7533031885911878
20038,0.6122961311478102
20039,0.025451679335103616
20040,0.9932225482193403
20041,0.26892766384230615
20042,0.4673783501720459
20043,0.7074029212518088
20044,0.16602992201686884
20045,0.5914615005622548
20046,0.3428705221403737
20047,0.8852943202628304
20048,0.4877215329221567
20049,0.6886282646880179
20050,0.6219225156343254
20051,0.6379136733814783
20052,0.79577706404429
20053,0.4637634420420168
20054,0.7939803401523393
20055,0.9707469709684786
20056,0.5605300770523185
20057,0.1853743073732801
20058,0.6368104209829122
20059,0.05675871191667414
20060,0.03714605008694982
20061,0.9953029667821122
20062,0.966112876677545
20063,0.8742472877309085
20064,0.03066598290868794
20065,0.5072384433129645
20066,0.8146171847894096
20067,0.31959562432360866
20068,0.8852351088279765
20069,0.003960978206141164
20070,0.19349292704376853
20071,0.9882763492899115
20072,0.40639704083181694
20073,0.26364520809195324
20074,0.768054942340554
20075,0.7294626341931777
20076,0.28347661357544574
20077,0.6001559999896605
20078,0.3329992923440631
20079,0.6125998102232358
20080,0.8054934114603447
20081,0.29044423164114763
20082,0.3389002804578085
20083,0.12633475226572077
20084,0.6846205555340046
20085,0.5403350723492757
20086,0.7823099210193661
20087,0.06324869742442008
20088,0.9491445473568821
20089,0.051079878249364996
20090,0.7927629502043676
20091,0.14017282015804766
20092,0.434408341767614
20093,0.14181095152234402
20094,0.21874654148208728
20095,0.5400131791368392
20096,0.7084646941570081
20097,0.4860059359941873
20098,0.9433553441499898
20099,0.17820033274849734
20100,0.07916304345857028
20101,0.7542074059158235
20102,0.888151540158844
20103,0.14542680511263673
20104,0.9623095999931436
20105,0.810690956448545
20106,0.23958728622281134
20107,0.41168254917836467
20108,0.07502891693357339
20109,0.13131454151008826
20110,0.7691799766684502
20111,0.8005959088009897
20112,0.8212252497135824
20113,0.6741925068369186
20114,0.4991548912374868
20115,0.659651825262231
20116,0.5922528535719154
20117,0.5514786800401087
20118,0.7036630174213053
20119,0.9177845370506289
20120,0.9049689900183095
20121,0.868275413655191
20122,0.1576424751842611
20123,0.4171847632792731
20124,0.4291730069000126
20125,0.17735944085346944
20126,0.6858581735738088
20127,0.17233636051499757
20128,0.9458670262437763
20129,0.8677906797123432
20130,0.9679809770520618
20131,0.47315499632989044
20132,0.8430088775210978
20133,0.1049599850995595
20134,0.48303194869481414
20135,0.6276561583693999
20136,0.4295663973361673
20137,0.5826985314525801
20138,0.9600491355432
20139,0.06072961289253964
20140,0.5875211042329916
20141,0.6028114046239402
20142,0.4028912172859139
20143,0.6133661938618934
20144,0.08039204509275188
20145,0.1877967801288789
20146,0.4435364247800869
20147,0.9717771754397063
20148,0.760749271409169
20149,0.7009111444367824
20150,0.36599643277424443
20151,0.07438278460204406
20152,0.3725841046456577
20153,0.27702385628027504
20154,0.4311696351798645
20155,0.07726042080721152
20156,0.4619178598174175
20157,0.37029073467370033
20158,0.5276987632573602
20159,0.8081244305330046
20160,0.2718349346684691
20161,0.5240700158746557
20162,0.4399836228713767
20163,0.33870234760359275
20164,0.01519181350847798
20165,0.24838675743139182
20166,0.8759717285523315
20167,0.8090458528898595
20168,0.5039873339593389
20169,0.39243513100682137
20170,0.3388297533346577
20171,0.05198772726339862
20172,0.0574009239488269
20173,0.07735027117609483
20174,0.35434579740790983
20175,0.7474869685561328
20176,0.11335351869989518
20177,0.11331085132770902
20178,0.5733981488520784
20179,0.6394547078944759
20180,0.7775090742466982
20181,0.9428784802490008
20182,0.5251498650781867
20183,0.820070416224858
20184,0.23591485425173953
20185,0.2819218837671251
20186,0.5729025276869785
20187,0.39249779356194503
20188,0.7371603414516833
20189,0.5684611515732331
20190,0.9616280555997208
20191,0.8506854347596119
20192,0.2548011924729674
20193,0.7891089275801237
20194,0.41506358887500616
20195,0.026565325984546417
20196,0.12059386057349819
20197,0.1379125981859134
20198,0.9679066780244704
20199,0.41646824871795896
20200,0.04693883775433616
20201,0.049936013688004155
20202,0.18879457217603546
20203,0.5705421454121835
20204,0.4075489717793088
20205,0.4410928224377558
20206,0.6346015384949121
20207,0.7107563743375249
20208,0.05331609447276486
20209,0.5565835301144028
20210,0.25947701496197983
20211,0.9114223494663497
20212,0.22146188072005024
20213,0.7565669575065205
20214,0.3321204594628706
20215,0.70516110244547
20216,0.7183093106895194
20217,0.011510810956123385
20218,0.6871427370482325
20219,0.7483091298056003
20220,0.11387178609583803
20221,0.8014268115459787
20222,0.2016057988939678
20223,0.671261714197749
20224,0.7343788852694688
20225,0.940367938969736
20226,0.034014382751390126
20227,0.5822107416455389
20228,0.6787886529212239
20229,0.11350974911429523
20230,0.5868907173095158
20231,0.18964434817513853
20232,0.16802103967395476
20233,0.3373585030089119
20234,0.028613033204526128
20235,0.8594896354163872
20236,0.31983643245023263
20237,0.0014177959580338184
20238,0.2452533235773282
20239,0.29844983010774073
20240,0.5307449749047265
20241,0.16321202486491138
20242,0.2506497117448736
20243,0.14736948866351707
20244,0.00496693749541921
20245,0.6464207124670704
20246,0.8486085802580621
20247,0.8513633388206965
20248,0.7767103497644111
20249,0.03370818745634119
20250,0.7038639103196735
20251,0.6611363746468419
20252,0.49875034230205595
20253,0.22122232932837804
20254,0.5943391178098288
20255,0.9721523160740626
20256,0.05017347117099591
20257,0.763308821208219
20258,0.5656915197902451
20259,0.35194190668940517
20260,0.06864924107116255
20261,0.562056096901426
20262,0.36290278255282615
20263,0.8217728683868438
20264,0.21009445628690027
20265,0.03644886299686212
20266,0.8560992391109247
20267,0.9892877592034235
20268,0.9082782278503044
20269,0.7547836001770535
20270,0.02796663527614751
20271,0.4698526343767798
20272,0.41158885351625785
20273,0.5357133201303101
20274,0.6776522350882465
20275,0.2890767931156222
20276,0.5915342214894977
20277,0.7268047763211447
20278,0.7921958676788725
20279,0.21262649808429046
20280,0.6901574914348122
20281,0.046011856177218924
20282,0.877246145803894
20283,0.4235997050261108
20284,0.16498955874122523
20285,0.8035503789719187
20286,0.7561818691669115
20287,0.9893465448907052
20288,0.7064968713860303
20289,0.9117259051004344
20290,0.868821426341123
20291,0.6152789988517379
20292,0.6096622148682221
20293,0.8456165314689519
20294,0.1318721613850543
20295,0.734699539300849
20296,0.7082126877191737
20297,0.9963649290067962
20298,0.45444350050296944
20299,0.3718468008698268
20300,0.8883671858740828
20301,0.07132408487203312
20302,0.9775836834396195
20303,0.8638971250078382
20304,0.6371002248174732
20305,0.8702023164393575
20306,0.9559363612378927
20307,0.05665912389041994
20308,0.4025066844165607
20309,0.5945466523629129
20310,0.4553796752661289
20311,0.58468917434505
20312,0.32546777674253524
20313,0.41061043936086716
20314,0.8902720435601293
20315,0.6168823972195726
20316,0.8782144074537914
20317,0.31486740377836386
20318,0.43290959792192596
20319,0.12623565578048423
20320,0.26849034584169107
20321,0.5934069758777902
20322,0.035207817970724364
20323,0.407682059488787
20324,0.049182809664606864
20325,0.052778781028801736
20326,0.15543110084625278
20327,0.8330571584391785
20328,0.99291958166467
20329,0.5780606131450527
20330,0.49984564568763623
20331,0.49587499814226976
20332,0.1882950065110267
20333,0.7863397228227865
20334,0.04443752040987958
20335,0.9775550476316927
20336,0.25943763433851375
20337,0.9037202263793416
20338,0.6547520354996262
20339,0.3722674333713498
20340,0.9949778004055791
20341,0.8246688160872123
20342,0.4362661674936521
20343,0.9640523136923319
20344,0.149370629347643
20345,0.5143841245215046
20346,0.5168264496549395
20347,0.17150200639552382
20348,0.38873534251485653
20349,0.06252562710516729
20350,0.33061637173492797
20351,0.9005489565239297
20352,0.028753957061436908
20353,0.9284980561949464
20354,0.0006711319727663589
20355,0.9901737094866675
20356,0.31950015476388405
20357,0.6600784023678471
20358,0.07967402772093646
20359,0.7079234176464826
20360,0.03180321422091992
20361,0.9812267209264519
20362,0.6518848397579077
20363,0.6987888138959398
20364,0.04037192671735679
20365,0.9791550076221822
20366,0.7153920407500697
20367,0.8139787081984622
20368,0.8256748939760196
20369,0.14241781053129043
20370,0.9921580187799436
20371,0.1865537793143418
20372,0.982593356462365
20373,0.6261505387675214
20374,0.2533271331669167
20375,0.06830690038387366
20376,0.9266108870527319
20377,0.1591217558153063
20378,0.8906518694433274
20379,0.9580451376547306
20380,0.26919066875145214
20381,0.448142701585602
20382,0.8895048552039464
20383,0.6769764022603678
20384,0.1448448566500694
20385,0.2805466067046196
20386,0.16056823208072601
20387,0.2767196342785345
20388,0.6492489634561277
20389,0.08144470811855564
20390,0.9913487970168556
20391,0.4137776205288074
20392,0.3067637859749843
20393,0.5335214729023879
20394,0.5721977948379153
20395,0.4474060824782208
20396,0.8269051575396432
20397,0.8423757731709028
20398,0.9723367552475731
20399,0.22782627193464156
20400,0.24232689160695475
20401,0.02397862289195485
20402,0.5264122090252832
20403,0.6558243009258391
20404,0.8739701391020207
20405,0.2852907964947011
20406,0.9202692816883441
20407,0.29832159939874836
20408,0.5276466105844638
20409,0.8134510304603696
20410,0.838750009074537
20411,0.1601696843900131
20412,0.36470873384355096
20413,0.9720850664486708
20414,0.3324325065774849
20415,0.22464558267932333
20416,0.6444800514687814
20417,0.2180687650599047
20418,0.23357635488288597
20419,0.9842932341510362
20420,0.7751615852004987
20421,0.5257326778859477
20422,0.8558197329536268
20423,0.2877434717540268
20424,0.3198268030258741
20425,0.6453827122798325
20426,0.9955605798038436
20427,0.41561229341441797
20428,0.09835492398982826
20429,0.9808382935889658
20430,0.8577498672352416
20431,0.46221418440567696
20432,0.6477118342375853
20433,0.27822134016254707
20434,0.25788358416196766
20435,0.2340526816237538
20436,0.8723074781452792
20437,0.37723749220067593
20438,0.17085961421317786
20439,0.4445482716907795
20440,0.05144709765432409
20441,0.9196566149256405
20442,0.3750852245695112
20443,0.9708981470576044
20444,0.7885686770921393
20445,0.415679783741172
20446,0.4781979597809468
20447,0.8839636611333969
20448,0.340935509816525
20449,0.6814980065706269
20450,0.5670630148507328
20451,0.6073456453959285
20452,0.9887682429603891
20453,0.01771715241344396
20454,0.15324631989464021
20455,0.21612095399619258
20456,0.8855384488343911
20457,0.1652497283740696
20458,0.28323374094771747
20459,0.9861121668264267
20460,0.4765612772446659
20461,0.865568279401728
20462,0.7502242824582482
20463,0.9041865663770098
20464,0.18277885193926213
20465,0.2636494795380365
20466,0.2051795504551429
20467,0.11225953030454916
20468,0.4489362767347528
20469,0.11595989424676167
20470,0.4006251965947899
20471,0.01873518210845837
20472,0.32557057534675327
20473,0.02856266188220602
20474,0.37202365975852925
20475,0.1388474803635399
20476,0.6593570761993327
20477,0.42444906865548127
20478,0.04951384114736823
20479,0.044812708473417784
20480,0.5162949339889866
20481,0.09592375675714904
20482,0.9764514065042504
20483,0.6213003794564604
20484,0.7387074521984996
20485,0.9861145216573576
20486,0.31059949860532676
20487,0.5047309167906711
20488,0.5090674066632358
20489,0.9985135622428412
20490,0.6463661901927795
20491,0.9378510197416955
20492,0.7858036158676497
20493,0.6077274887681192
20494,0.4141572774530453
20495,0.7148938224106027
20496,0.6220734101387327
20497,0.20784589323308322
20498,0.3336136545948468
20499,0.4643810851315513
20500,0.26477447125342446
20501,0.3669296262721301
20502,0.335788789911172
20503,0.29376173064764133
20504,0.8752855047423331
20505,0.2249456462942151
20506,0.9831302366993581
20507,0.3880594049475041
20508,0.5729259199755805
20509,0.2842646582506102
20510,0.6901448722724831
20511,0.05205431435669783
20512,0.8903820207726437
20513,0.632355393598108
20514,0.8084179718339605
20515,0.8822679664341206
20516,0.4174720485425548
20517,0.7147981126907399
20518,0.8705879565960644
20519,0.7822953186832988
20520,0.19081184594797085
20521,0.9522439941855414
